Water System Name,Source,County,Testing Date,PFAS Measured,Result,State Action Level (SAL),Calculation_result_range_bins_text
PARKLAND LIGHT & WATER COMPANY,4,Pierce,6/21/2023,(PFOS) PFoctane sulfonic acid,11ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,1,Pierce,6/21/2023,(PFOS) PFoctane sulfonic acid,2.1ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,13,Pierce,6/21/2023,(PFOS) PFoctane sulfonic acid,3.5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,3,Pierce,6/21/2023,(PFOS) PFoctane sulfonic acid,8.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,4,Pierce,6/21/2023,(PFPeA) PFpentanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,4,Pierce,9/26/2023,(PFBA) PFbutanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,4,Pierce,9/26/2023,(PFBS) PFbutane sulfonic acid,7.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,4,Pierce,9/26/2023,(PFHxA) PFhexanoic acid,3.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,4,Pierce,9/26/2023,(PFHxS) PFhexane sulfonic acid,4.8ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,4,Pierce,9/26/2023,(PFOA) PFoctanoic acid,3.7ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,4,Pierce,9/26/2023,(PFOS) PFoctane sulfonic acid,15ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,1,Pierce,9/26/2023,(PFOS) PFoctane sulfonic acid,2.5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,4,Pierce,9/26/2023,(PFPeA) PFpentanoic acid,4.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,6,Pierce,1/3/2024,(PFBS) PFbutane sulfonic acid,5.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,6,Pierce,1/3/2024,(PFHpA) PFheptanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,6,Pierce,1/3/2024,(PFHxA) PFhexanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,6,Pierce,1/3/2024,(PFHxS) PFhexane sulfonic acid,3.5ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,6,Pierce,1/3/2024,(PFOA) PFoctanoic acid,8.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKLAND LIGHT & WATER COMPANY,6,Pierce,1/3/2024,(PFOS) PFoctane sulfonic acid,11.1ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,2,Kitsap,7/25/2023,(PFBS) PFbutane sulfonic acid,4.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,1,Kitsap,7/25/2023,(PFBS) PFbutane sulfonic acid,5.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,7/25/2023,(PFBS) PFbutane sulfonic acid,5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,7/25/2023,(PFHxA) PFhexanoic acid,2.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,2,Kitsap,7/25/2023,(PFHxA) PFhexanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,1,Kitsap,7/25/2023,(PFHxA) PFhexanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,7/25/2023,(PFOA) PFoctanoic acid,2.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,1,Kitsap,7/25/2023,(PFOA) PFoctanoic acid,2.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,2,Kitsap,7/25/2023,(PFPeA) PFpentanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,1,Kitsap,7/25/2023,(PFPeA) PFpentanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,7/25/2023,(PFPeA) PFpentanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,10/16/2023,(PFBS) PFbutane sulfonic acid,6.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,10/16/2023,(PFHxA) PFhexanoic acid,2.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,10/16/2023,(PFOA) PFoctanoic acid,2.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,10/16/2023,(PFPeA) PFpentanoic acid,2.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,5/13/2024,(PFBS) PFbutane sulfonic acid,4.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,5/13/2024,(PFHxA) PFhexanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,5/13/2024,(PFOA) PFoctanoic acid,2.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,7/23/2024,(PFBS) PFbutane sulfonic acid,6.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,7/23/2024,(PFHxA) PFhexanoic acid,3.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,7/23/2024,(PFOA) PFoctanoic acid,2.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PARKVIEW TERRACE,5,Kitsap,7/23/2024,(PFPeA) PFpentanoic acid,3.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,7/10/2023,(PFBA) PFbutanoic acid,4.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,7/10/2023,(PFBS) PFbutane sulfonic acid,9.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,7/10/2023,(PFHpA) PFheptanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,7/10/2023,(PFHxA) PFhexanoic acid,11ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,7/10/2023,(PFHxA) PFhexanoic acid,2.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,7/10/2023,(PFHxS) PFhexane sulfonic acid,8.8ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,7/10/2023,(PFPeA) PFpentanoic acid,16.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,7/10/2023,(PFPeA) PFpentanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,7/10/2023,(PFPeS) PFpentanesulfonic acid,4.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,6,Pierce,8/1/2023,(PFOA) PFoctanoic acid,2.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,6,Pierce,8/1/2023,(PFPeA) PFpentanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,10/16/2023,(PFBA) PFbutanoic acid,5.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,10/16/2023,(PFBS) PFbutane sulfonic acid,12.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,10/16/2023,(PFHpA) PFheptanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,10/16/2023,(PFHxA) PFhexanoic acid,13.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,10/16/2023,(PFHxA) PFhexanoic acid,2.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,10/16/2023,(PFHxS) PFhexane sulfonic acid,11.8ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,10/16/2023,(PFPeA) PFpentanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,10/16/2023,(PFPeA) PFpentanoic acid,21.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,10/16/2023,(PFPeS) PFpentanesulfonic acid,5.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,1/16/2024,(PFBA) PFbutanoic acid,8.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,1/16/2024,(PFBS) PFbutane sulfonic acid,19.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,1/16/2024,(PFBS) PFbutane sulfonic acid,2.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,1/16/2024,(PFHpA) PFheptanoic acid,3.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,1/16/2024,(PFHxA) PFhexanoic acid,21.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,1/16/2024,(PFHxA) PFhexanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,1/16/2024,(PFHxS) PFhexane sulfonic acid,18.4ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,1/16/2024,(PFPeA) PFpentanoic acid,3.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,1/16/2024,(PFPeA) PFpentanoic acid,33.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,1/16/2024,(PFPeS) PFpentanesulfonic acid,8.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,4/9/2024,(PFBA) PFbutanoic acid,6.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,4/9/2024,(PFBS) PFbutane sulfonic acid,15.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,4/9/2024,(PFHpA) PFheptanoic acid,3.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,4/9/2024,(PFHxA) PFhexanoic acid,16.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,4/9/2024,(PFHxA) PFhexanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,4/9/2024,(PFHxS) PFhexane sulfonic acid,13.5ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,4/9/2024,(PFPeA) PFpentanoic acid,2.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,4/9/2024,(PFPeA) PFpentanoic acid,23.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,4/9/2024,(PFPeS) PFpentanesulfonic acid,6.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,7/22/2024,(PFBA) PFbutanoic acid,6.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,7/22/2024,(PFBS) PFbutane sulfonic acid,12ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,7/22/2024,(PFBS) PFbutane sulfonic acid,2.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,7/22/2024,(PFHpA) PFheptanoic acid,3.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,7/22/2024,(PFHxA) PFhexanoic acid,16.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,7/22/2024,(PFHxA) PFhexanoic acid,2.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,7/22/2024,(PFHxS) PFhexane sulfonic acid,12.5ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,7/22/2024,(PFPeA) PFpentanoic acid,24.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,7/22/2024,(PFPeA) PFpentanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,7/22/2024,(PFPeS) PFpentanesulfonic acid,5.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,10/15/2024,(PFBA) PFbutanoic acid,8.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,10/15/2024,(PFBS) PFbutane sulfonic acid,18.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,10/15/2024,(PFBS) PFbutane sulfonic acid,2.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,10/15/2024,(PFHpA) PFheptanoic acid,4.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,10/15/2024,(PFHxA) PFhexanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,10/15/2024,(PFHxA) PFhexanoic acid,22.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,10/15/2024,(PFHxS) PFhexane sulfonic acid,17.6ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,10/15/2024,(PFPeA) PFpentanoic acid,35.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,8,Pierce,10/15/2024,(PFPeA) PFpentanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PEACOCK HILL,7,Pierce,10/15/2024,(PFPeS) PFpentanesulfonic acid,9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,6/23/2023,(PFBA) PFbutanoic acid,4.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,6/23/2023,(PFBS) PFbutane sulfonic acid,7.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,6/23/2023,(PFHpA) PFheptanoic acid,5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,6/23/2023,(PFHxA) PFhexanoic acid,8.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,6/23/2023,(PFOA) PFoctanoic acid,7.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,6/23/2023,(PFOS) PFoctane sulfonic acid,18.4ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,6/23/2023,(PFPeA) PFpentanoic acid,9.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,8/3/2023,(PFBA) PFbutanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,8/3/2023,(PFBS) PFbutane sulfonic acid,7.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,8/3/2023,(PFHpA) PFheptanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,8/3/2023,(PFHxA) PFhexanoic acid,4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,8/3/2023,(PFOA) PFoctanoic acid,5.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,8/3/2023,(PFOS) PFoctane sulfonic acid,13.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,8/3/2023,(PFPeA) PFpentanoic acid,4.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,10/11/2023,(PFBA) PFbutanoic acid,5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,10/11/2023,(PFBS) PFbutane sulfonic acid,9.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,10/11/2023,(PFHpA) PFheptanoic acid,4.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,10/11/2023,(PFHxA) PFhexanoic acid,6.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,10/11/2023,(PFOA) PFoctanoic acid,6.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,10/11/2023,(PFOS) PFoctane sulfonic acid,17.6ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,10/11/2023,(PFPeA) PFpentanoic acid,7.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,1/30/2024,(PFBA) PFbutanoic acid,3.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,1/30/2024,(PFBS) PFbutane sulfonic acid,10.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,1/30/2024,(PFHpA) PFheptanoic acid,3.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,1/30/2024,(PFHxA) PFhexanoic acid,4.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,1/30/2024,(PFOA) PFoctanoic acid,6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,1/30/2024,(PFOS) PFoctane sulfonic acid,17.5ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,1/30/2024,(PFPeA) PFpentanoic acid,5.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,4/25/2024,(PFBA) PFbutanoic acid,3.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,4/25/2024,(PFBS) PFbutane sulfonic acid,11.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,4/25/2024,(PFHpA) PFheptanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,4/25/2024,(PFHxA) PFhexanoic acid,4.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,4/25/2024,(PFOA) PFoctanoic acid,4.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,4/25/2024,(PFOS) PFoctane sulfonic acid,17.6ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,4/25/2024,(PFPeA) PFpentanoic acid,5.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,7/29/2024,(PFBA) PFbutanoic acid,4.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,7/29/2024,(PFBS) PFbutane sulfonic acid,8.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,7/29/2024,(PFHpA) PFheptanoic acid,3.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,7/29/2024,(PFHxA) PFhexanoic acid,6.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,7/29/2024,(PFOA) PFoctanoic acid,6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,7/29/2024,(PFOS) PFoctane sulfonic acid,17.7ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,7/29/2024,(PFPeA) PFpentanoic acid,7.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,10/29/2024,(PFBS) PFbutane sulfonic acid,8.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,10/29/2024,(PFHxA) PFhexanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,10/29/2024,(PFOA) PFoctanoic acid,3.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,10/29/2024,(PFOS) PFoctane sulfonic acid,13.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINECROFT MOBILE HOME PARK,4,Spokane,10/29/2024,(PFPeA) PFpentanoic acid,3.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
PINEWOOD GLEN MUTUAL WATER ASSN,1,Pierce,3/20/2023,(PFOS) PFoctane sulfonic acid,3.1ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
PINEWOOD GLEN MUTUAL WATER ASSN,1,Pierce,6/5/2023,(PFOS) PFoctane sulfonic acid,2.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
PUYALLUP CITY OF,2,Pierce,2/20/2024,(PFBS) PFbutane sulfonic acid,4.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
PUYALLUP CITY OF,9,Pierce,6/24/2024,(PFBS) PFbutane sulfonic acid,4.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,9/11/2023,(PFBA) PFbutanoic acid,5.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,8,Pierce,9/11/2023,(PFBA) PFbutanoic acid,5.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,9/11/2023,(PFBA) PFbutanoic acid,6.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,9/11/2023,(PFBS) PFbutane sulfonic acid,20ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,8,Pierce,9/11/2023,(PFBS) PFbutane sulfonic acid,20ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,9/11/2023,(PFBS) PFbutane sulfonic acid,24.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,9/11/2023,(PFHxA) PFhexanoic acid,8.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,8,Pierce,9/11/2023,(PFHxA) PFhexanoic acid,8.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,9/11/2023,(PFHxA) PFhexanoic acid,9.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,9/11/2023,(PFHxS) PFhexane sulfonic acid,29ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,8,Pierce,9/11/2023,(PFHxS) PFhexane sulfonic acid,29ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,9/11/2023,(PFHxS) PFhexane sulfonic acid,34.8ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,9/11/2023,(PFOS) PFoctane sulfonic acid,6.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,8,Pierce,9/11/2023,(PFOS) PFoctane sulfonic acid,6.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,9/11/2023,(PFOS) PFoctane sulfonic acid,7.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,9/11/2023,(PFPeA) PFpentanoic acid,10.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,9/11/2023,(PFPeA) PFpentanoic acid,8.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,8,Pierce,9/11/2023,(PFPeA) PFpentanoic acid,8.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,9/11/2023,(PFPeS) PFpentanesulfonic acid,11.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,8,Pierce,9/11/2023,(PFPeS) PFpentanesulfonic acid,11.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,9/11/2023,(PFPeS) PFpentanesulfonic acid,13.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,5/13/2024,(PFBA) PFbutanoic acid,6.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
QUISTORFF,5,Pierce,5/13/2024,(PFBA) PFbutanoic acid,6.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
